usage_id,device_id,apartment_id,usage_date,consumption_m3
USE-20260727-009-014,WTR-009-014,APT-009-014,2026-07-27,0.536
USE-20260727-009-015,WTR-009-015,APT-009-015,2026-07-27,0.557
USE-20260727-009-016,WTR-009-016,APT-009-016,2026-07-27,0.512
USE-20260727-009-017,WTR-009-017,APT-009-017,2026-07-27,0.586
USE-20260727-009-018,WTR-009-018,APT-009-018,2026-07-27,0.36
USE-20260727-009-019,WTR-009-019,APT-009-019,2026-07-27,0.689
USE-20260727-009-020,WTR-009-020,APT-009-020,2026-07-27,0.556
USE-20260727-009-021,WTR-009-021,APT-009-021,2026-07-27,0.415
USE-20260727-009-022,WTR-009-022,APT-009-022,2026-07-27,0.553
USE-20260727-009-023,WTR-009-023,APT-009-023,2026-07-27,0.892
USE-20260727-009-024,WTR-009-024,APT-009-024,2026-07-27,0.321
USE-20260727-009-025,WTR-009-025,APT-009-025,2026-07-27,0.658
USE-20260727-009-026,WTR-009-026,APT-009-026,2026-07-27,0.66
USE-20260727-009-027,WTR-009-027,APT-009-027,2026-07-27,0.483
USE-20260727-009-028,WTR-009-028,APT-009-028,2026-07-27,0.295
USE-20260727-009-029,WTR-009-029,APT-009-029,2026-07-27,0.329
USE-20260727-009-030,WTR-009-030,APT-009-030,2026-07-27,0.394
USE-20260727-009-031,WTR-009-031,APT-009-031,2026-07-27,0.757
USE-20260727-009-032,WTR-009-032,APT-009-032,2026-07-27,0.3
USE-20260727-009-033,WTR-009-033,APT-009-033,2026-07-27,0.516
USE-20260727-009-034,WTR-009-034,APT-009-034,2026-07-27,0.423
USE-20260727-009-035,WTR-009-035,APT-009-035,2026-07-27,0.614
USE-20260727-009-036,WTR-009-036,APT-009-036,2026-07-27,0.657
USE-20260727-009-037,WTR-009-037,APT-009-037,2026-07-27,0.643
USE-20260727-009-038,WTR-009-038,APT-009-038,2026-07-27,0.669
USE-20260727-009-039,WTR-009-039,APT-009-039,2026-07-27,0.564
USE-20260727-009-040,WTR-009-040,APT-009-040,2026-07-27,0.635
USE-20260727-009-041,WTR-009-041,APT-009-041,2026-07-27,0.506
USE-20260727-009-042,WTR-009-042,APT-009-042,2026-07-27,0.555
USE-20260727-009-043,WTR-009-043,APT-009-043,2026-07-27,0.368
USE-20260727-009-044,WTR-009-044,APT-009-044,2026-07-27,0.66
USE-20260727-009-045,WTR-009-045,APT-009-045,2026-07-27,0.287
USE-20260727-009-046,WTR-009-046,APT-009-046,2026-07-27,0.458
USE-20260727-009-047,WTR-009-047,APT-009-047,2026-07-27,0.397
USE-20260727-009-048,WTR-009-048,APT-009-048,2026-07-27,0.421
USE-20260727-009-049,WTR-009-049,APT-009-049,2026-07-27,0.605
USE-20260727-009-050,WTR-009-050,APT-009-050,2026-07-27,0.817
USE-20260727-010-001,WTR-010-001,APT-010-001,2026-07-27,0.479
USE-20260727-010-002,WTR-010-002,APT-010-002,2026-07-27,0.719
USE-20260727-010-003,WTR-010-003,APT-010-003,2026-07-27,0.488
USE-20260727-010-004,WTR-010-004,APT-010-004,2026-07-27,0.65
USE-20260727-010-005,WTR-010-005,APT-010-005,2026-07-27,0.656
USE-20260727-010-006,WTR-010-006,APT-010-006,2026-07-27,0.832
USE-20260727-010-007,WTR-010-007,APT-010-007,2026-07-27,0.396
USE-20260727-010-008,WTR-010-008,APT-010-008,2026-07-27,0.405
USE-20260727-010-009,WTR-010-009,APT-010-009,2026-07-27,0.639
USE-20260727-010-010,WTR-010-010,APT-010-010,2026-07-27,0.381
USE-20260727-010-011,WTR-010-011,APT-010-011,2026-07-27,0.759
USE-20260727-010-012,WTR-010-012,APT-010-012,2026-07-27,0.806
USE-20260727-010-013,WTR-010-013,APT-010-013,2026-07-27,0.435
USE-20260727-010-014,WTR-010-014,APT-010-014,2026-07-27,0.697
USE-20260727-010-015,WTR-010-015,APT-010-015,2026-07-27,0.518
USE-20260727-010-016,WTR-010-016,APT-010-016,2026-07-27,0.339
USE-20260727-010-017,WTR-010-017,APT-010-017,2026-07-27,0.532
USE-20260727-010-018,WTR-010-018,APT-010-018,2026-07-27,0.58
USE-20260727-010-019,WTR-010-019,APT-010-019,2026-07-27,0.587
USE-20260727-010-020,WTR-010-020,APT-010-020,2026-07-27,0.769
USE-20260727-010-021,WTR-010-021,APT-010-021,2026-07-27,0.308
USE-20260727-010-022,WTR-010-022,APT-010-022,2026-07-27,0.351
USE-20260727-010-023,WTR-010-023,APT-010-023,2026-07-27,0.771
USE-20260727-010-024,WTR-010-024,APT-010-024,2026-07-27,0.331
USE-20260727-010-025,WTR-010-025,APT-010-025,2026-07-27,0.749
USE-20260727-010-026,WTR-010-026,APT-010-026,2026-07-27,0.398
USE-20260727-010-027,WTR-010-027,APT-010-027,2026-07-27,0.399
USE-20260727-010-028,WTR-010-028,APT-010-028,2026-07-27,0.778
USE-20260727-010-029,WTR-010-029,APT-010-029,2026-07-27,0.458
USE-20260727-010-030,WTR-010-030,APT-010-030,2026-07-27,0.623
USE-20260727-010-031,WTR-010-031,APT-010-031,2026-07-27,0.764
USE-20260727-010-032,WTR-010-032,APT-010-032,2026-07-27,0.619
USE-20260727-010-033,WTR-010-033,APT-010-033,2026-07-27,0.628
USE-20260727-010-034,WTR-010-034,APT-010-034,2026-07-27,0.568
USE-20260727-010-035,WTR-010-035,APT-010-035,2026-07-27,0.781
USE-20260727-010-036,WTR-010-036,APT-010-036,2026-07-27,0.782
USE-20260727-010-037,WTR-010-037,APT-010-037,2026-07-27,0.639
USE-20260727-010-038,WTR-010-038,APT-010-038,2026-07-27,0.268
USE-20260727-010-039,WTR-010-039,APT-010-039,2026-07-27,0.229
USE-20260727-010-040,WTR-010-040,APT-010-040,2026-07-27,0.729
USE-20260727-010-041,WTR-010-041,APT-010-041,2026-07-27,0.43
USE-20260727-010-042,WTR-010-042,APT-010-042,2026-07-27,0.77
USE-20260727-010-043,WTR-010-043,APT-010-043,2026-07-27,0.543
USE-20260727-010-044,WTR-010-044,APT-010-044,2026-07-27,0.408
USE-20260727-010-045,WTR-010-045,APT-010-045,2026-07-27,0.56
USE-20260727-010-046,WTR-010-046,APT-010-046,2026-07-27,0.293
USE-20260727-010-047,WTR-010-047,APT-010-047,2026-07-27,0.629
USE-20260727-010-048,WTR-010-048,APT-010-048,2026-07-27,0.377
USE-20260727-010-049,WTR-010-049,APT-010-049,2026-07-27,0.89
USE-20260727-010-050,WTR-010-050,APT-010-050,2026-07-27,0.392
USE-20260728-001-001,WTR-001-001,APT-001-001,2026-07-28,0.356
USE-20260728-001-002,WTR-001-002,APT-001-002,2026-07-28,0.712
USE-20260728-001-003,WTR-001-003,APT-001-003,2026-07-28,0.729
USE-20260728-001-004,WTR-001-004,APT-001-004,2026-07-28,0.406
USE-20260728-001-005,WTR-001-005,APT-001-005,2026-07-28,0.396
USE-20260728-001-006,WTR-001-006,APT-001-006,2026-07-28,0.457
USE-20260728-001-007,WTR-001-007,APT-001-007,2026-07-28,0.266
USE-20260728-001-008,WTR-001-008,APT-001-008,2026-07-28,0.37
USE-20260728-001-009,WTR-001-009,APT-001-009,2026-07-28,0.364
USE-20260728-001-010,WTR-001-010,APT-001-010,2026-07-28,0.449
USE-20260728-001-011,WTR-001-011,APT-001-011,2026-07-28,0.641
USE-20260728-001-012,WTR-001-012,APT-001-012,2026-07-28,0.586
USE-20260728-001-013,WTR-001-013,APT-001-013,2026-07-28,0.517
USE-20260728-001-014,WTR-001-014,APT-001-014,2026-07-28,0.225
USE-20260728-001-015,WTR-001-015,APT-001-015,2026-07-28,0.577
USE-20260728-001-016,WTR-001-016,APT-001-016,2026-07-28,0.831
USE-20260728-001-017,WTR-001-017,APT-001-017,2026-07-28,0.63
USE-20260728-001-018,WTR-001-018,APT-001-018,2026-07-28,0.594
USE-20260728-001-019,WTR-001-019,APT-001-019,2026-07-28,0.683
USE-20260728-001-020,WTR-001-020,APT-001-020,2026-07-28,0.416
USE-20260728-001-021,WTR-001-021,APT-001-021,2026-07-28,0.451
USE-20260728-001-022,WTR-001-022,APT-001-022,2026-07-28,0.782
USE-20260728-001-023,WTR-001-023,APT-001-023,2026-07-28,0.835
USE-20260728-001-024,WTR-001-024,APT-001-024,2026-07-28,0.219
USE-20260728-001-025,WTR-001-025,APT-001-025,2026-07-28,0.794
USE-20260728-001-026,WTR-001-026,APT-001-026,2026-07-28,0.279
USE-20260728-001-027,WTR-001-027,APT-001-027,2026-07-28,0.943
USE-20260728-001-028,WTR-001-028,APT-001-028,2026-07-28,0.629
USE-20260728-001-029,WTR-001-029,APT-001-029,2026-07-28,0.658
USE-20260728-001-030,WTR-001-030,APT-001-030,2026-07-28,0.564
USE-20260728-001-031,WTR-001-031,APT-001-031,2026-07-28,0.398
USE-20260728-001-032,WTR-001-032,APT-001-032,2026-07-28,0.749
USE-20260728-001-033,WTR-001-033,APT-001-033,2026-07-28,0.789
USE-20260728-001-034,WTR-001-034,APT-001-034,2026-07-28,0.744
USE-20260728-001-035,WTR-001-035,APT-001-035,2026-07-28,0.364
USE-20260728-001-036,WTR-001-036,APT-001-036,2026-07-28,0.33
USE-20260728-001-037,WTR-001-037,APT-001-037,2026-07-28,0.722
USE-20260728-001-038,WTR-001-038,APT-001-038,2026-07-28,0.468
USE-20260728-001-039,WTR-001-039,APT-001-039,2026-07-28,0.506
USE-20260728-001-040,WTR-001-040,APT-001-040,2026-07-28,0.612
USE-20260728-001-041,WTR-001-041,APT-001-041,2026-07-28,0.38
USE-20260728-001-042,WTR-001-042,APT-001-042,2026-07-28,0.628
USE-20260728-001-043,WTR-001-043,APT-001-043,2026-07-28,0.438
USE-20260728-001-044,WTR-001-044,APT-001-044,2026-07-28,0.819
USE-20260728-001-045,WTR-001-045,APT-001-045,2026-07-28,0.594
USE-20260728-001-046,WTR-001-046,APT-001-046,2026-07-28,0.865
USE-20260728-001-047,WTR-001-047,APT-001-047,2026-07-28,0.403
USE-20260728-001-048,WTR-001-048,APT-001-048,2026-07-28,0.391
USE-20260728-001-049,WTR-001-049,APT-001-049,2026-07-28,0.431
USE-20260728-001-050,WTR-001-050,APT-001-050,2026-07-28,0.564
USE-20260728-002-001,WTR-002-001,APT-002-001,2026-07-28,0.542
USE-20260728-002-002,WTR-002-002,APT-002-002,2026-07-28,0.71
USE-20260728-002-003,WTR-002-003,APT-002-003,2026-07-28,0.735
USE-20260728-002-004,WTR-002-004,APT-002-004,2026-07-28,0.593
USE-20260728-002-005,WTR-002-005,APT-002-005,2026-07-28,0.485
USE-20260728-002-006,WTR-002-006,APT-002-006,2026-07-28,0.7
USE-20260728-002-007,WTR-002-007,APT-002-007,2026-07-28,0.589
USE-20260728-002-008,WTR-002-008,APT-002-008,2026-07-28,0.698
USE-20260728-002-009,WTR-002-009,APT-002-009,2026-07-28,0.699
USE-20260728-002-010,WTR-002-010,APT-002-010,2026-07-28,0.856
USE-20260728-002-011,WTR-002-011,APT-002-011,2026-07-28,0.744
USE-20260728-002-012,WTR-002-012,APT-002-012,2026-07-28,0.962
USE-20260728-002-013,WTR-002-013,APT-002-013,2026-07-28,0.312
USE-20260728-002-014,WTR-002-014,APT-002-014,2026-07-28,0.589
USE-20260728-002-015,WTR-002-015,APT-002-015,2026-07-28,0.63
USE-20260728-002-016,WTR-002-016,APT-002-016,2026-07-28,0.494
USE-20260728-002-017,WTR-002-017,APT-002-017,2026-07-28,0.417
USE-20260728-002-018,WTR-002-018,APT-002-018,2026-07-28,0.756
USE-20260728-002-019,WTR-002-019,APT-002-019,2026-07-28,0.702
USE-20260728-002-020,WTR-002-020,APT-002-020,2026-07-28,0.592
USE-20260728-002-021,WTR-002-021,APT-002-021,2026-07-28,0.439
USE-20260728-002-022,WTR-002-022,APT-002-022,2026-07-28,0.439
USE-20260728-002-023,WTR-002-023,APT-002-023,2026-07-28,0.54
USE-20260728-002-024,WTR-002-024,APT-002-024,2026-07-28,0.547
USE-20260728-002-025,WTR-002-025,APT-002-025,2026-07-28,0.542
USE-20260728-002-026,WTR-002-026,APT-002-026,2026-07-28,0.529
USE-20260728-002-027,WTR-002-027,APT-002-027,2026-07-28,0.454
USE-20260728-002-028,WTR-002-028,APT-002-028,2026-07-28,0.784
USE-20260728-002-029,WTR-002-029,APT-002-029,2026-07-28,0.524
USE-20260728-002-030,WTR-002-030,APT-002-030,2026-07-28,0.472
USE-20260728-002-031,WTR-002-031,APT-002-031,2026-07-28,0.68
USE-20260728-002-032,WTR-002-032,APT-002-032,2026-07-28,0.566
USE-20260728-002-033,WTR-002-033,APT-002-033,2026-07-28,0.875
USE-20260728-002-034,WTR-002-034,APT-002-034,2026-07-28,0.59
USE-20260728-002-035,WTR-002-035,APT-002-035,2026-07-28,0.369
USE-20260728-002-036,WTR-002-036,APT-002-036,2026-07-28,0.734
USE-20260728-002-037,WTR-002-037,APT-002-037,2026-07-28,0.277
USE-20260728-002-038,WTR-002-038,APT-002-038,2026-07-28,0.59
USE-20260728-002-039,WTR-002-039,APT-002-039,2026-07-28,0.656
USE-20260728-002-040,WTR-002-040,APT-002-040,2026-07-28,0.44
USE-20260728-002-041,WTR-002-041,APT-002-041,2026-07-28,0.4
USE-20260728-002-042,WTR-002-042,APT-002-042,2026-07-28,0.516
USE-20260728-002-043,WTR-002-043,APT-002-043,2026-07-28,0.306
USE-20260728-002-044,WTR-002-044,APT-002-044,2026-07-28,0.498
USE-20260728-002-045,WTR-002-045,APT-002-045,2026-07-28,0.758
USE-20260728-002-046,WTR-002-046,APT-002-046,2026-07-28,0.393
USE-20260728-002-047,WTR-002-047,APT-002-047,2026-07-28,0.943
USE-20260728-002-048,WTR-002-048,APT-002-048,2026-07-28,0.588
USE-20260728-002-049,WTR-002-049,APT-002-049,2026-07-28,0.659
USE-20260728-002-050,WTR-002-050,APT-002-050,2026-07-28,0.596
USE-20260728-003-001,WTR-003-001,APT-003-001,2026-07-28,0.491
USE-20260728-003-002,WTR-003-002,APT-003-002,2026-07-28,0.561
USE-20260728-003-003,WTR-003-003,APT-003-003,2026-07-28,0.443
USE-20260728-003-004,WTR-003-004,APT-003-004,2026-07-28,0.367
USE-20260728-003-005,WTR-003-005,APT-003-005,2026-07-28,0.679
USE-20260728-003-006,WTR-003-006,APT-003-006,2026-07-28,0.542
USE-20260728-003-007,WTR-003-007,APT-003-007,2026-07-28,0.438
USE-20260728-003-008,WTR-003-008,APT-003-008,2026-07-28,0.371
USE-20260728-003-009,WTR-003-009,APT-003-009,2026-07-28,0.412
USE-20260728-003-010,WTR-003-010,APT-003-010,2026-07-28,0.453
USE-20260728-003-011,WTR-003-011,APT-003-011,2026-07-28,0.473
USE-20260728-003-012,WTR-003-012,APT-003-012,2026-07-28,0.628
USE-20260728-003-013,WTR-003-013,APT-003-013,2026-07-28,0.887
USE-20260728-003-014,WTR-003-014,APT-003-014,2026-07-28,0.815
USE-20260728-003-015,WTR-003-015,APT-003-015,2026-07-28,0.731
USE-20260728-003-016,WTR-003-016,APT-003-016,2026-07-28,0.387
USE-20260728-003-017,WTR-003-017,APT-003-017,2026-07-28,0.438
USE-20260728-003-018,WTR-003-018,APT-003-018,2026-07-28,0.306
USE-20260728-003-019,WTR-003-019,APT-003-019,2026-07-28,0.923
USE-20260728-003-020,WTR-003-020,APT-003-020,2026-07-28,1.068
USE-20260728-003-021,WTR-003-021,APT-003-021,2026-07-28,0.656
USE-20260728-003-022,WTR-003-022,APT-003-022,2026-07-28,0.384
USE-20260728-003-023,WTR-003-023,APT-003-023,2026-07-28,0.164
USE-20260728-003-024,WTR-003-024,APT-003-024,2026-07-28,0.823
USE-20260728-003-025,WTR-003-025,APT-003-025,2026-07-28,0.638
USE-20260728-003-026,WTR-003-026,APT-003-026,2026-07-28,0.359
USE-20260728-003-027,WTR-003-027,APT-003-027,2026-07-28,0.433
USE-20260728-003-028,WTR-003-028,APT-003-028,2026-07-28,0.664
USE-20260728-003-029,WTR-003-029,APT-003-029,2026-07-28,0.507
USE-20260728-003-030,WTR-003-030,APT-003-030,2026-07-28,0.503
USE-20260728-003-031,WTR-003-031,APT-003-031,2026-07-28,0.396
USE-20260728-003-032,WTR-003-032,APT-003-032,2026-07-28,0.295
USE-20260728-003-033,WTR-003-033,APT-003-033,2026-07-28,0.283
USE-20260728-003-034,WTR-003-034,APT-003-034,2026-07-28,0.428
USE-20260728-003-035,WTR-003-035,APT-003-035,2026-07-28,0.411
USE-20260728-003-036,WTR-003-036,APT-003-036,2026-07-28,0.712
USE-20260728-003-037,WTR-003-037,APT-003-037,2026-07-28,0.547
USE-20260728-003-038,WTR-003-038,APT-003-038,2026-07-28,0.553
USE-20260728-003-039,WTR-003-039,APT-003-039,2026-07-28,0.289
USE-20260728-003-040,WTR-003-040,APT-003-040,2026-07-28,0.875
USE-20260728-003-041,WTR-003-041,APT-003-041,2026-07-28,0.691
USE-20260728-003-042,WTR-003-042,APT-003-042,2026-07-28,0.602
USE-20260728-003-043,WTR-003-043,APT-003-043,2026-07-28,0.561
USE-20260728-003-044,WTR-003-044,APT-003-044,2026-07-28,0.507
USE-20260728-003-045,WTR-003-045,APT-003-045,2026-07-28,0.463
USE-20260728-003-046,WTR-003-046,APT-003-046,2026-07-28,0.376
USE-20260728-003-047,WTR-003-047,APT-003-047,2026-07-28,0.344
USE-20260728-003-048,WTR-003-048,APT-003-048,2026-07-28,0.523
USE-20260728-003-049,WTR-003-049,APT-003-049,2026-07-28,0.315
USE-20260728-003-050,WTR-003-050,APT-003-050,2026-07-28,0.916
USE-20260728-004-001,WTR-004-001,APT-004-001,2026-07-28,0.52
USE-20260728-004-002,WTR-004-002,APT-004-002,2026-07-28,0.365
USE-20260728-004-003,WTR-004-003,APT-004-003,2026-07-28,0.705
USE-20260728-004-004,WTR-004-004,APT-004-004,2026-07-28,0.266
USE-20260728-004-005,WTR-004-005,APT-004-005,2026-07-28,0.491
USE-20260728-004-006,WTR-004-006,APT-004-006,2026-07-28,0.25
USE-20260728-004-007,WTR-004-007,APT-004-007,2026-07-28,0.559
USE-20260728-004-008,WTR-004-008,APT-004-008,2026-07-28,0.431
USE-20260728-004-009,WTR-004-009,APT-004-009,2026-07-28,0.177
USE-20260728-004-010,WTR-004-010,APT-004-010,2026-07-28,0.737
USE-20260728-004-011,WTR-004-011,APT-004-011,2026-07-28,0.662
USE-20260728-004-012,WTR-004-012,APT-004-012,2026-07-28,0.625
USE-20260728-004-013,WTR-004-013,APT-004-013,2026-07-28,0.451
USE-20260728-004-014,WTR-004-014,APT-004-014,2026-07-28,0.643
USE-20260728-004-015,WTR-004-015,APT-004-015,2026-07-28,0.85
USE-20260728-004-016,WTR-004-016,APT-004-016,2026-07-28,0.564
USE-20260728-004-017,WTR-004-017,APT-004-017,2026-07-28,0.353
USE-20260728-004-018,WTR-004-018,APT-004-018,2026-07-28,0.724
USE-20260728-004-019,WTR-004-019,APT-004-019,2026-07-28,0.347
USE-20260728-004-020,WTR-004-020,APT-004-020,2026-07-28,0.528
USE-20260728-004-021,WTR-004-021,APT-004-021,2026-07-28,0.76
USE-20260728-004-022,WTR-004-022,APT-004-022,2026-07-28,0.611
USE-20260728-004-023,WTR-004-023,APT-004-023,2026-07-28,0.404
USE-20260728-004-024,WTR-004-024,APT-004-024,2026-07-28,0.796
USE-20260728-004-025,WTR-004-025,APT-004-025,2026-07-28,0.82
USE-20260728-004-026,WTR-004-026,APT-004-026,2026-07-28,0.554
USE-20260728-004-027,WTR-004-027,APT-004-027,2026-07-28,0.858
USE-20260728-004-028,WTR-004-028,APT-004-028,2026-07-28,0.495
USE-20260728-004-029,WTR-004-029,APT-004-029,2026-07-28,0.824
USE-20260728-004-030,WTR-004-030,APT-004-030,2026-07-28,0.328
USE-20260728-004-031,WTR-004-031,APT-004-031,2026-07-28,0.576
USE-20260728-004-032,WTR-004-032,APT-004-032,2026-07-28,0.347
USE-20260728-004-033,WTR-004-033,APT-004-033,2026-07-28,0.39
USE-20260728-004-034,WTR-004-034,APT-004-034,2026-07-28,0.762
USE-20260728-004-035,WTR-004-035,APT-004-035,2026-07-28,0.639
USE-20260728-004-036,WTR-004-036,APT-004-036,2026-07-28,0.342
USE-20260728-004-037,WTR-004-037,APT-004-037,2026-07-28,0.569
USE-20260728-004-038,WTR-004-038,APT-004-038,2026-07-28,0.531
USE-20260728-004-039,WTR-004-039,APT-004-039,2026-07-28,1.004
USE-20260728-004-040,WTR-004-040,APT-004-040,2026-07-28,0.312
USE-20260728-004-041,WTR-004-041,APT-004-041,2026-07-28,0.656
USE-20260728-004-042,WTR-004-042,APT-004-042,2026-07-28,0.569
USE-20260728-004-043,WTR-004-043,APT-004-043,2026-07-28,0.514
USE-20260728-004-044,WTR-004-044,APT-004-044,2026-07-28,0.666
USE-20260728-004-045,WTR-004-045,APT-004-045,2026-07-28,0.697
USE-20260728-004-046,WTR-004-046,APT-004-046,2026-07-28,0.757
USE-20260728-004-047,WTR-004-047,APT-004-047,2026-07-28,0.754
USE-20260728-004-048,WTR-004-048,APT-004-048,2026-07-28,0.386
USE-20260728-004-049,WTR-004-049,APT-004-049,2026-07-28,0.552
USE-20260728-004-050,WTR-004-050,APT-004-050,2026-07-28,0.397
USE-20260728-005-001,WTR-005-001,APT-005-001,2026-07-28,0.149
USE-20260728-005-002,WTR-005-002,APT-005-002,2026-07-28,0.68
USE-20260728-005-003,WTR-005-003,APT-005-003,2026-07-28,0.72
USE-20260728-005-004,WTR-005-004,APT-005-004,2026-07-28,0.572
USE-20260728-005-005,WTR-005-005,APT-005-005,2026-07-28,0.35
USE-20260728-005-006,WTR-005-006,APT-005-006,2026-07-28,0.442
USE-20260728-005-007,WTR-005-007,APT-005-007,2026-07-28,0.475
USE-20260728-005-008,WTR-005-008,APT-005-008,2026-07-28,0.395
USE-20260728-005-009,WTR-005-009,APT-005-009,2026-07-28,0.298
USE-20260728-005-010,WTR-005-010,APT-005-010,2026-07-28,0.465
USE-20260728-005-011,WTR-005-011,APT-005-011,2026-07-28,0.575
USE-20260728-005-012,WTR-005-012,APT-005-012,2026-07-28,0.472
USE-20260728-005-013,WTR-005-013,APT-005-013,2026-07-28,0.389
USE-20260728-005-014,WTR-005-014,APT-005-014,2026-07-28,0.838
USE-20260728-005-015,WTR-005-015,APT-005-015,2026-07-28,0.636
USE-20260728-005-016,WTR-005-016,APT-005-016,2026-07-28,0.556
USE-20260728-005-017,WTR-005-017,APT-005-017,2026-07-28,0.832
USE-20260728-005-018,WTR-005-018,APT-005-018,2026-07-28,0.827
USE-20260728-005-019,WTR-005-019,APT-005-019,2026-07-28,0.781
USE-20260728-005-020,WTR-005-020,APT-005-020,2026-07-28,0.466
USE-20260728-005-021,WTR-005-021,APT-005-021,2026-07-28,0.468
USE-20260728-005-022,WTR-005-022,APT-005-022,2026-07-28,0.421
USE-20260728-005-023,WTR-005-023,APT-005-023,2026-07-28,0.878
USE-20260728-005-024,WTR-005-024,APT-005-024,2026-07-28,0.652
USE-20260728-005-025,WTR-005-025,APT-005-025,2026-07-28,0.598
USE-20260728-005-026,WTR-005-026,APT-005-026,2026-07-28,1.005
USE-20260728-005-027,WTR-005-027,APT-005-027,2026-07-28,0.276
USE-20260728-005-028,WTR-005-028,APT-005-028,2026-07-28,0.308
USE-20260728-005-029,WTR-005-029,APT-005-029,2026-07-28,0.632
USE-20260728-005-030,WTR-005-030,APT-005-030,2026-07-28,0.66
USE-20260728-005-031,WTR-005-031,APT-005-031,2026-07-28,0.391
USE-20260728-005-032,WTR-005-032,APT-005-032,2026-07-28,0.718
USE-20260728-005-033,WTR-005-033,APT-005-033,2026-07-28,0.587
USE-20260728-005-034,WTR-005-034,APT-005-034,2026-07-28,0.735
USE-20260728-005-035,WTR-005-035,APT-005-035,2026-07-28,0.369
USE-20260728-005-036,WTR-005-036,APT-005-036,2026-07-28,0.811
USE-20260728-005-037,WTR-005-037,APT-005-037,2026-07-28,0.578
USE-20260728-005-038,WTR-005-038,APT-005-038,2026-07-28,0.419
USE-20260728-005-039,WTR-005-039,APT-005-039,2026-07-28,0.821
USE-20260728-005-040,WTR-005-040,APT-005-040,2026-07-28,0.743
USE-20260728-005-041,WTR-005-041,APT-005-041,2026-07-28,0.383
USE-20260728-005-042,WTR-005-042,APT-005-042,2026-07-28,0.515
USE-20260728-005-043,WTR-005-043,APT-005-043,2026-07-28,0.315
USE-20260728-005-044,WTR-005-044,APT-005-044,2026-07-28,0.797
USE-20260728-005-045,WTR-005-045,APT-005-045,2026-07-28,0.32
USE-20260728-005-046,WTR-005-046,APT-005-046,2026-07-28,0.769
USE-20260728-005-047,WTR-005-047,APT-005-047,2026-07-28,0.672
USE-20260728-005-048,WTR-005-048,APT-005-048,2026-07-28,0.876
USE-20260728-005-049,WTR-005-049,APT-005-049,2026-07-28,0.325
USE-20260728-005-050,WTR-005-050,APT-005-050,2026-07-28,0.646
USE-20260728-006-001,WTR-006-001,APT-006-001,2026-07-28,0.642
USE-20260728-006-002,WTR-006-002,APT-006-002,2026-07-28,0.545
USE-20260728-006-003,WTR-006-003,APT-006-003,2026-07-28,0.719
USE-20260728-006-004,WTR-006-004,APT-006-004,2026-07-28,0.437
USE-20260728-006-005,WTR-006-005,APT-006-005,2026-07-28,0.667
USE-20260728-006-006,WTR-006-006,APT-006-006,2026-07-28,0.814
USE-20260728-006-007,WTR-006-007,APT-006-007,2026-07-28,0.788
USE-20260728-006-008,WTR-006-008,APT-006-008,2026-07-28,0.473
USE-20260728-006-009,WTR-006-009,APT-006-009,2026-07-28,0.814
USE-20260728-006-010,WTR-006-010,APT-006-010,2026-07-28,0.289
USE-20260728-006-011,WTR-006-011,APT-006-011,2026-07-28,0.627
USE-20260728-006-012,WTR-006-012,APT-006-012,2026-07-28,0.535
USE-20260728-006-013,WTR-006-013,APT-006-013,2026-07-28,0.595
USE-20260728-006-014,WTR-006-014,APT-006-014,2026-07-28,0.921
USE-20260728-006-015,WTR-006-015,APT-006-015,2026-07-28,0.607
USE-20260728-006-016,WTR-006-016,APT-006-016,2026-07-28,0.574
USE-20260728-006-017,WTR-006-017,APT-006-017,2026-07-28,0.487
USE-20260728-006-018,WTR-006-018,APT-006-018,2026-07-28,0.348
USE-20260728-006-019,WTR-006-019,APT-006-019,2026-07-28,0.506
USE-20260728-006-020,WTR-006-020,APT-006-020,2026-07-28,0.583
USE-20260728-006-021,WTR-006-021,APT-006-021,2026-07-28,0.918
USE-20260728-006-022,WTR-006-022,APT-006-022,2026-07-28,0.482
USE-20260728-006-023,WTR-006-023,APT-006-023,2026-07-28,0.541
USE-20260728-006-024,WTR-006-024,APT-006-024,2026-07-28,0.55
USE-20260728-006-025,WTR-006-025,APT-006-025,2026-07-28,0.407
USE-20260728-006-026,WTR-006-026,APT-006-026,2026-07-28,0.761
USE-20260728-006-027,WTR-006-027,APT-006-027,2026-07-28,0.345
USE-20260728-006-028,WTR-006-028,APT-006-028,2026-07-28,0.792
USE-20260728-006-029,WTR-006-029,APT-006-029,2026-07-28,0.335
USE-20260728-006-030,WTR-006-030,APT-006-030,2026-07-28,0.575
USE-20260728-006-031,WTR-006-031,APT-006-031,2026-07-28,0.394
USE-20260728-006-032,WTR-006-032,APT-006-032,2026-07-28,0.252
USE-20260728-006-033,WTR-006-033,APT-006-033,2026-07-28,0.73
USE-20260728-006-034,WTR-006-034,APT-006-034,2026-07-28,0.515
USE-20260728-006-035,WTR-006-035,APT-006-035,2026-07-28,0.696
USE-20260728-006-036,WTR-006-036,APT-006-036,2026-07-28,0.533
USE-20260728-006-037,WTR-006-037,APT-006-037,2026-07-28,0.331
USE-20260728-006-038,WTR-006-038,APT-006-038,2026-07-28,0.559
USE-20260728-006-039,WTR-006-039,APT-006-039,2026-07-28,0.857
USE-20260728-006-040,WTR-006-040,APT-006-040,2026-07-28,0.587
