billing_month,apartment_id,location_code,water_device_id,rental_device_id,water_plan_id,rental_plan_id,water_active_days,rental_active_days,water_usage_m3,water_revenue,rental_revenue,total_revenue,validation_flag,exception_code
2026-09,APT-007-045,HYD-EAST,WTR-007-045,RNT-007-045,WPLAN-001,RPLAN-002,30,188,12.01,570.35,7520.0,8090.35,PASS,
2026-09,APT-007-046,HYD-EAST,WTR-007-046,RNT-007-046,WPLAN-003,RPLAN-001,30,166,12.348,892.7,4426.67,5319.37,PASS,
2026-09,APT-007-047,HYD-EAST,WTR-007-047,RNT-007-047,WPLAN-003,RPLAN-001,30,173,10.97,826.56,4613.33,5439.89,PASS,
2026-09,APT-007-048,HYD-EAST,WTR-007-048,RNT-007-048,WPLAN-001,RPLAN-001,30,231,16.251,718.79,6160.0,6878.79,PASS,
2026-09,APT-007-049,HYD-EAST,WTR-007-049,RNT-007-049,WPLAN-002,RPLAN-001,30,162,11.991,679.64,4320.0,4999.64,PASS,
2026-09,APT-007-050,HYD-EAST,WTR-007-050,RNT-007-050,WPLAN-001,RPLAN-003,30,193,15.295,685.32,10293.33,10978.65,PASS,
2026-09,APT-008-001,HYD-WEST,WTR-008-001,RNT-008-001,WPLAN-001,RPLAN-003,30,239,16.464,726.24,12746.67,13472.91,PASS,
2026-09,APT-008-002,HYD-WEST,WTR-008-002,RNT-008-002,WPLAN-003,RPLAN-002,30,198,10.05,782.4,7920.0,8702.4,PASS,
2026-09,APT-008-003,HYD-WEST,WTR-008-003,RNT-008-003,WPLAN-001,RPLAN-001,30,197,17.899,776.46,5253.33,6029.79,PASS,
2026-09,APT-008-004,HYD-WEST,WTR-008-004,RNT-008-004,WPLAN-003,RPLAN-002,30,204,19.1,1216.8,8160.0,9376.8,PASS,
2026-09,APT-008-005,HYD-WEST,WTR-008-005,RNT-008-005,WPLAN-001,RPLAN-002,30,170,19.12,819.2,6800.0,7619.2,PASS,
2026-09,APT-008-006,HYD-WEST,WTR-008-006,RNT-008-006,WPLAN-003,RPLAN-001,30,242,10.969,826.51,6453.33,7279.84,PASS,
2026-09,APT-008-007,HYD-WEST,WTR-008-007,RNT-008-007,WPLAN-002,RPLAN-001,30,165,16.967,878.68,4400.0,5278.68,PASS,
2026-09,APT-008-008,HYD-WEST,WTR-008-008,RNT-008-008,WPLAN-001,RPLAN-002,30,223,11.09,538.15,8920.0,9458.15,PASS,
2026-09,APT-008-009,HYD-WEST,WTR-008-009,RNT-008-009,WPLAN-001,RPLAN-003,30,186,11.803,563.1,9920.0,10483.1,PASS,
2026-09,APT-008-010,HYD-WEST,WTR-008-010,RNT-008-010,WPLAN-001,RPLAN-001,30,155,18.948,813.18,4133.33,4946.51,PASS,
2026-09,APT-008-011,HYD-WEST,WTR-008-011,RNT-008-011,WPLAN-002,RPLAN-002,30,192,22.245,1089.8,7680.0,8769.8,PASS,
2026-09,APT-008-012,HYD-WEST,WTR-008-012,RNT-008-012,WPLAN-002,RPLAN-001,30,222,15.997,839.88,5920.0,6759.88,PASS,
2026-09,APT-008-013,HYD-WEST,WTR-008-013,RNT-008-013,WPLAN-002,RPLAN-001,30,259,15.449,817.96,6906.67,7724.63,PASS,
2026-09,APT-008-014,HYD-WEST,WTR-008-014,RNT-008-014,WPLAN-003,RPLAN-003,30,256,20.135,1266.48,13653.33,14919.81,PASS,
2026-09,APT-008-015,HYD-WEST,WTR-008-015,RNT-008-015,WPLAN-001,RPLAN-001,30,164,12.094,573.29,4373.33,4946.62,PASS,
2026-09,APT-008-016,HYD-WEST,WTR-008-016,RNT-008-016,WPLAN-003,RPLAN-003,30,166,11.02,828.96,8853.33,9682.29,PASS,
2026-09,APT-008-017,HYD-WEST,WTR-008-017,RNT-008-017,WPLAN-001,RPLAN-003,30,219,21.328,896.48,11680.0,12576.48,PASS,
2026-09,APT-008-018,HYD-WEST,WTR-008-018,RNT-008-018,WPLAN-003,RPLAN-001,30,176,18.019,1164.91,4693.33,5858.24,PASS,
2026-09,APT-008-019,HYD-WEST,WTR-008-019,RNT-008-019,WPLAN-002,RPLAN-002,30,252,17.324,892.96,10080.0,10972.96,PASS,
2026-09,APT-008-020,HYD-WEST,WTR-008-020,RNT-008-020,WPLAN-003,RPLAN-001,30,271,22.615,1385.52,7226.67,8612.19,PASS,
2026-09,APT-008-021,HYD-WEST,WTR-008-021,RNT-008-021,WPLAN-003,RPLAN-003,30,162,20.014,1260.67,8640.0,9900.67,PASS,
2026-09,APT-008-022,HYD-WEST,WTR-008-022,RNT-008-022,WPLAN-001,RPLAN-002,30,245,20.633,872.16,9800.0,10672.16,PASS,
2026-09,APT-008-023,HYD-WEST,WTR-008-023,RNT-008-023,WPLAN-003,RPLAN-003,30,217,22.238,1367.42,11573.33,12940.75,PASS,
2026-09,APT-008-024,HYD-WEST,WTR-008-024,RNT-008-024,WPLAN-002,RPLAN-001,30,173,16.791,871.64,4613.33,5484.97,PASS,
2026-09,APT-008-025,HYD-WEST,WTR-008-025,RNT-008-025,WPLAN-001,RPLAN-001,30,210,16.074,712.59,5600.0,6312.59,PASS,
2026-09,APT-008-026,HYD-WEST,WTR-008-026,RNT-008-026,WPLAN-001,RPLAN-001,30,174,18.39,793.65,4640.0,5433.65,PASS,
2026-09,APT-008-027,HYD-WEST,WTR-008-027,RNT-008-027,WPLAN-003,RPLAN-003,30,186,21.897,1351.06,9920.0,11271.06,PASS,
2026-09,APT-008-028,HYD-WEST,WTR-008-028,RNT-008-028,WPLAN-002,RPLAN-002,30,205,22.089,1083.56,8200.0,9283.56,PASS,
2026-09,APT-008-029,HYD-WEST,WTR-008-029,RNT-008-029,WPLAN-002,RPLAN-002,30,153,17.275,891.0,6120.0,7011.0,PASS,
2026-09,APT-008-030,HYD-WEST,WTR-008-030,RNT-008-030,WPLAN-001,RPLAN-001,30,221,16.806,738.21,5893.33,6631.54,PASS,
2026-09,APT-008-031,HYD-WEST,WTR-008-031,RNT-008-031,WPLAN-002,RPLAN-003,30,158,11.121,644.84,8426.67,9071.51,PASS,
2026-09,APT-008-032,HYD-WEST,WTR-008-032,RNT-008-032,WPLAN-001,RPLAN-001,30,226,22.345,932.08,6026.67,6958.75,PASS,
2026-09,APT-008-033,HYD-WEST,WTR-008-033,RNT-008-033,WPLAN-003,RPLAN-003,30,233,20.831,1299.89,12426.67,13726.56,PASS,
2026-09,APT-008-034,HYD-WEST,WTR-008-034,RNT-008-034,WPLAN-003,RPLAN-003,30,199,21.689,1341.07,10613.33,11954.4,PASS,
2026-09,APT-008-035,HYD-WEST,WTR-008-035,RNT-008-035,WPLAN-003,RPLAN-002,30,222,10.707,813.94,8880.0,9693.94,PASS,
2026-09,APT-008-036,HYD-WEST,WTR-008-036,RNT-008-036,WPLAN-003,RPLAN-001,30,204,17.661,1147.73,5440.0,6587.73,MANUAL_REVIEW,MISSING_USAGE
2026-09,APT-008-037,HYD-WEST,WTR-008-037,RNT-008-037,WPLAN-003,RPLAN-002,30,242,20.561,1286.93,9680.0,10966.93,PASS,
2026-09,APT-008-038,HYD-WEST,WTR-008-038,RNT-008-038,WPLAN-001,RPLAN-003,30,239,19.751,841.29,12746.67,13587.96,PASS,
2026-09,APT-008-039,HYD-WEST,WTR-008-039,RNT-008-039,WPLAN-003,RPLAN-003,30,164,19.507,1236.34,8746.67,9983.01,PASS,
2026-09,APT-008-040,HYD-WEST,WTR-008-040,RNT-008-040,WPLAN-001,RPLAN-003,30,229,18.12,784.2,12213.33,12997.53,PASS,
2026-09,APT-008-041,HYD-WEST,WTR-008-041,RNT-008-041,WPLAN-002,RPLAN-002,30,151,17.589,903.56,6040.0,6943.56,PASS,
2026-09,APT-008-042,HYD-WEST,WTR-008-042,RNT-008-042,WPLAN-003,RPLAN-001,30,199,11.481,851.09,5306.67,6157.76,PASS,
2026-09,APT-008-043,HYD-WEST,WTR-008-043,RNT-008-043,WPLAN-001,RPLAN-002,30,207,17.045,746.58,8280.0,9026.58,PASS,
2026-09,APT-008-044,HYD-WEST,WTR-008-044,RNT-008-044,WPLAN-002,RPLAN-001,30,250,16.44,857.6,6666.67,7524.27,PASS,
2026-09,APT-008-045,HYD-WEST,WTR-008-045,RNT-008-045,WPLAN-001,RPLAN-002,30,166,21.438,900.33,6640.0,7540.33,PASS,
2026-09,APT-008-046,HYD-WEST,WTR-008-046,RNT-008-046,WPLAN-003,RPLAN-003,30,202,15.854,1060.99,10773.33,11834.32,PASS,
2026-09,APT-008-047,HYD-WEST,WTR-008-047,RNT-008-047,WPLAN-001,RPLAN-003,30,184,22.118,924.13,9813.33,10737.46,PASS,
2026-09,APT-008-048,HYD-WEST,WTR-008-048,RNT-008-048,WPLAN-001,RPLAN-002,30,190,21.595,905.82,7600.0,8505.82,PASS,
2026-09,APT-008-049,HYD-WEST,WTR-008-049,RNT-008-049,WPLAN-002,RPLAN-001,30,211,11.239,649.56,5626.67,6276.23,PASS,
2026-09,APT-008-050,HYD-WEST,WTR-008-050,RNT-008-050,WPLAN-002,RPLAN-003,30,247,18.301,932.04,13173.33,14105.37,PASS,
2026-09,APT-009-001,HYD-CENTRAL,WTR-009-001,RNT-009-001,WPLAN-002,RPLAN-002,30,244,21.692,1067.68,9760.0,10827.68,PASS,
2026-09,APT-009-002,HYD-CENTRAL,WTR-009-002,RNT-009-002,WPLAN-003,RPLAN-003,30,182,15.615,1049.52,9706.67,10756.19,PASS,
2026-09,APT-009-003,HYD-CENTRAL,WTR-009-003,RNT-009-003,WPLAN-001,RPLAN-002,30,220,17.959,778.56,8800.0,9578.56,PASS,
2026-09,APT-009-004,HYD-CENTRAL,WTR-009-004,RNT-009-004,WPLAN-001,RPLAN-001,30,209,17.854,774.89,5573.33,6348.22,PASS,
2026-09,APT-009-005,HYD-CENTRAL,WTR-009-005,RNT-009-005,WPLAN-003,RPLAN-001,30,211,19.013,1212.62,5626.67,6839.29,PASS,
2026-09,APT-009-006,HYD-CENTRAL,WTR-009-006,RNT-009-006,WPLAN-001,RPLAN-002,30,218,20.973,884.06,8720.0,9604.06,PASS,
2026-09,APT-009-007,HYD-CENTRAL,WTR-009-007,RNT-009-007,WPLAN-001,RPLAN-001,30,231,18.592,800.72,6160.0,6960.72,PASS,
2026-09,APT-009-008,HYD-CENTRAL,WTR-009-008,RNT-009-008,WPLAN-001,RPLAN-002,30,241,15.668,698.38,9640.0,10338.38,PASS,
2026-09,APT-009-009,HYD-CENTRAL,WTR-009-009,RNT-009-009,WPLAN-003,RPLAN-002,30,249,16.779,1105.39,9960.0,11065.39,PASS,
2026-09,APT-009-010,HYD-CENTRAL,WTR-009-010,RNT-009-010,WPLAN-003,RPLAN-003,30,228,11.653,859.34,12160.0,13019.34,PASS,
2026-09,APT-009-011,HYD-CENTRAL,WTR-009-011,RNT-009-011,WPLAN-003,RPLAN-002,30,165,16.058,1070.78,6600.0,7670.78,PASS,
2026-09,APT-009-012,HYD-CENTRAL,WTR-009-012,RNT-009-012,WPLAN-002,RPLAN-003,30,247,16.989,879.56,13173.33,14052.89,PASS,
2026-09,APT-009-013,HYD-CENTRAL,WTR-009-013,RNT-009-013,WPLAN-002,RPLAN-001,30,174,22.427,1097.08,4640.0,5737.08,PASS,
2026-09,APT-009-014,HYD-CENTRAL,WTR-009-014,RNT-009-014,WPLAN-003,RPLAN-003,30,228,19.289,1225.87,12160.0,13385.87,PASS,
2026-09,APT-009-015,HYD-CENTRAL,WTR-009-015,RNT-009-015,WPLAN-003,RPLAN-003,30,253,16.46,1090.08,13493.33,14583.41,PASS,
2026-09,APT-009-016,HYD-CENTRAL,WTR-009-016,RNT-009-016,WPLAN-001,RPLAN-002,30,222,17.047,746.64,8880.0,9626.64,PASS,
2026-09,APT-009-017,HYD-CENTRAL,WTR-009-017,RNT-009-017,WPLAN-001,RPLAN-002,30,218,16.697,734.4,8720.0,9454.4,PASS,
2026-09,APT-009-018,HYD-CENTRAL,WTR-009-018,RNT-009-018,WPLAN-001,RPLAN-003,30,227,11.399,548.96,12106.67,12655.63,PASS,
2026-09,APT-009-019,HYD-CENTRAL,WTR-009-019,RNT-009-019,WPLAN-001,RPLAN-001,30,176,16.168,715.88,4693.33,5409.21,PASS,
2026-09,APT-009-020,HYD-CENTRAL,WTR-009-020,RNT-009-020,WPLAN-003,RPLAN-002,30,224,11.096,832.61,8960.0,9792.61,PASS,
2026-09,APT-009-021,HYD-CENTRAL,WTR-009-021,RNT-009-021,WPLAN-002,RPLAN-003,30,255,18.404,936.16,13600.0,14536.16,PASS,
2026-09,APT-009-022,HYD-CENTRAL,WTR-009-022,RNT-009-022,WPLAN-003,RPLAN-003,30,181,16.511,1092.53,9653.33,10745.86,PASS,
2026-09,APT-009-023,HYD-CENTRAL,WTR-009-023,RNT-009-023,WPLAN-003,RPLAN-003,30,181,20.144,1266.91,9653.33,10920.24,PASS,
2026-09,APT-009-024,HYD-CENTRAL,WTR-009-024,RNT-009-024,WPLAN-001,RPLAN-002,30,253,11.514,552.99,10120.0,10672.99,PASS,
2026-09,APT-009-025,HYD-CENTRAL,WTR-009-025,RNT-009-025,WPLAN-003,RPLAN-002,30,196,18.896,1207.01,7840.0,9047.01,PASS,
2026-09,APT-009-026,HYD-CENTRAL,WTR-009-026,RNT-009-026,WPLAN-003,RPLAN-001,30,200,22.07,1359.36,5333.33,6692.69,PASS,
2026-09,APT-009-027,HYD-CENTRAL,WTR-009-027,RNT-009-027,WPLAN-001,RPLAN-001,30,211,17.993,779.76,5626.67,6406.43,PASS,
2026-09,APT-009-028,HYD-CENTRAL,WTR-009-028,RNT-009-028,WPLAN-001,RPLAN-002,30,236,10.837,529.3,9440.0,9969.3,PASS,
2026-09,APT-009-029,HYD-CENTRAL,WTR-009-029,RNT-009-029,WPLAN-001,RPLAN-002,30,239,20.37,862.95,9560.0,10422.95,PASS,
2026-09,APT-009-030,HYD-CENTRAL,WTR-009-030,RNT-009-030,WPLAN-003,RPLAN-003,30,258,11.726,862.85,13760.0,14622.85,PASS,
2026-09,APT-009-031,HYD-CENTRAL,WTR-009-031,RNT-009-031,WPLAN-001,RPLAN-002,30,218,23.248,963.68,8720.0,9683.68,PASS,
2026-09,APT-009-032,HYD-CENTRAL,WTR-009-032,RNT-009-032,WPLAN-003,RPLAN-003,30,250,10.862,821.38,13333.33,14154.71,PASS,
2026-09,APT-009-033,HYD-CENTRAL,WTR-009-033,RNT-009-033,WPLAN-003,RPLAN-003,30,239,16.559,1094.83,12746.67,13841.5,PASS,
2026-09,APT-009-034,HYD-CENTRAL,WTR-009-034,RNT-009-034,WPLAN-001,RPLAN-001,30,169,18.191,786.68,4506.67,5293.35,PASS,
2026-09,APT-009-035,HYD-CENTRAL,WTR-009-035,RNT-009-035,WPLAN-001,RPLAN-003,30,250,15.477,691.7,13333.33,14025.03,PASS,
2026-09,APT-009-036,HYD-CENTRAL,WTR-009-036,RNT-009-036,WPLAN-001,RPLAN-003,30,244,21.428,899.98,13013.33,13913.31,PASS,
2026-09,APT-009-037,HYD-CENTRAL,WTR-009-037,RNT-009-037,WPLAN-001,RPLAN-001,30,196,16.393,723.76,5226.67,5950.43,PASS,
2026-09,APT-009-038,HYD-CENTRAL,WTR-009-038,RNT-009-038,WPLAN-002,RPLAN-002,30,174,22.527,1101.08,6960.0,8061.08,PASS,
2026-09,APT-009-039,HYD-CENTRAL,WTR-009-039,RNT-009-039,WPLAN-003,RPLAN-003,30,214,22.013,1356.62,11413.33,12769.95,PASS,
2026-09,APT-009-040,HYD-CENTRAL,WTR-009-040,RNT-009-040,WPLAN-003,RPLAN-002,30,224,21.055,1310.64,8960.0,10270.64,PASS,
2026-09,APT-009-041,HYD-CENTRAL,WTR-009-041,RNT-009-041,WPLAN-001,RPLAN-002,30,233,11.547,554.14,9320.0,9874.14,PASS,
2026-09,APT-009-042,HYD-CENTRAL,WTR-009-042,RNT-009-042,WPLAN-001,RPLAN-003,30,194,12.126,574.41,10346.67,10921.08,PASS,
2026-09,APT-009-043,HYD-CENTRAL,WTR-009-043,RNT-009-043,WPLAN-002,RPLAN-003,30,171,16.998,879.92,9120.0,9999.92,PASS,
2026-09,APT-009-044,HYD-CENTRAL,WTR-009-044,RNT-009-044,WPLAN-001,RPLAN-001,30,182,16.985,744.48,4853.33,5597.81,PASS,
2026-09,APT-009-045,HYD-CENTRAL,WTR-009-045,RNT-009-045,WPLAN-002,RPLAN-002,30,228,11.147,645.88,9120.0,9765.88,PASS,
2026-09,APT-009-046,HYD-CENTRAL,WTR-009-046,RNT-009-046,WPLAN-002,RPLAN-003,30,249,15.51,820.4,13280.0,14100.4,PASS,
2026-09,APT-009-047,HYD-CENTRAL,WTR-009-047,RNT-009-047,WPLAN-001,RPLAN-002,30,248,11.632,557.12,9920.0,10477.12,PASS,
2026-09,APT-009-048,HYD-CENTRAL,WTR-009-048,RNT-009-048,WPLAN-003,RPLAN-003,30,249,11.728,862.94,13280.0,14142.94,PASS,
2026-09,APT-009-049,HYD-CENTRAL,WTR-009-049,RNT-009-049,WPLAN-003,RPLAN-001,30,221,21.939,1353.07,5893.33,7246.4,PASS,
2026-09,APT-009-050,HYD-CENTRAL,WTR-009-050,RNT-009-050,WPLAN-002,RPLAN-002,30,171,20.676,1027.04,6840.0,7867.04,PASS,
2026-09,APT-010-001,HYD-SOUTH,WTR-010-001,RNT-010-001,WPLAN-003,RPLAN-002,30,224,11.553,854.54,8960.0,9814.54,PASS,
2026-09,APT-010-002,HYD-SOUTH,WTR-010-002,RNT-010-002,WPLAN-001,RPLAN-002,30,230,19.746,841.11,9200.0,10041.11,PASS,
2026-09,APT-010-003,HYD-SOUTH,WTR-010-003,RNT-010-003,WPLAN-003,RPLAN-001,30,175,17.854,1156.99,4666.67,5823.66,PASS,
2026-09,APT-010-004,HYD-SOUTH,WTR-010-004,RNT-010-004,WPLAN-002,RPLAN-001,30,183,22.031,1081.24,4880.0,5961.24,PASS,
2026-09,APT-010-005,HYD-SOUTH,WTR-010-005,RNT-010-005,WPLAN-002,RPLAN-001,30,264,16.812,872.48,7040.0,7912.48,PASS,
2026-09,APT-010-006,HYD-SOUTH,WTR-010-006,RNT-010-006,WPLAN-003,RPLAN-003,30,153,18.251,1176.05,8160.0,9336.05,PASS,
2026-09,APT-010-007,HYD-SOUTH,WTR-010-007,RNT-010-007,WPLAN-003,RPLAN-001,30,159,17.849,1156.75,4240.0,5396.75,PASS,
2026-09,APT-010-008,HYD-SOUTH,WTR-010-008,RNT-010-008,WPLAN-001,RPLAN-003,30,212,11.511,552.88,11306.67,11859.55,PASS,
2026-09,APT-010-009,HYD-SOUTH,WTR-010-009,RNT-010-009,WPLAN-003,RPLAN-001,30,192,15.939,1065.07,5120.0,6185.07,PASS,
2026-09,APT-010-010,HYD-SOUTH,WTR-010-010,RNT-010-010,WPLAN-001,RPLAN-001,30,185,16.978,744.23,4933.33,5677.56,PASS,
2026-09,APT-010-011,HYD-SOUTH,WTR-010-011,RNT-010-011,WPLAN-001,RPLAN-001,30,148,17.385,758.48,3946.67,4705.15,PASS,
2026-09,APT-010-012,HYD-SOUTH,WTR-010-012,RNT-010-012,WPLAN-002,RPLAN-002,30,158,16.787,871.48,6320.0,7191.48,PASS,
2026-09,APT-010-013,HYD-SOUTH,WTR-010-013,RNT-010-013,WPLAN-002,RPLAN-001,30,260,11.825,673.0,6933.33,7606.33,PASS,
2026-09,APT-010-014,HYD-SOUTH,WTR-010-014,RNT-010-014,WPLAN-001,RPLAN-001,30,239,19.383,828.4,6373.33,7201.73,PASS,
2026-09,APT-010-015,HYD-SOUTH,WTR-010-015,RNT-010-015,WPLAN-003,RPLAN-003,30,196,18.305,1178.64,10453.33,11631.97,PASS,
2026-09,APT-010-016,HYD-SOUTH,WTR-010-016,RNT-010-016,WPLAN-003,RPLAN-003,30,204,11.579,855.79,10880.0,11735.79,PASS,
2026-09,APT-010-017,HYD-SOUTH,WTR-010-017,RNT-010-017,WPLAN-002,RPLAN-001,30,213,17.933,917.32,5680.0,6597.32,PASS,
2026-09,APT-010-018,HYD-SOUTH,WTR-010-018,RNT-010-018,WPLAN-002,RPLAN-001,30,174,21.246,1049.84,4640.0,5689.84,PASS,
2026-09,APT-010-019,HYD-SOUTH,WTR-010-019,RNT-010-019,WPLAN-002,RPLAN-003,30,140,18.56,942.4,7466.67,8409.07,PASS,
2026-09,APT-010-020,HYD-SOUTH,WTR-010-020,RNT-010-020,WPLAN-002,RPLAN-002,30,197,20.175,1007.0,7880.0,8887.0,PASS,
2026-09,APT-010-021,HYD-SOUTH,WTR-010-021,RNT-010-021,WPLAN-001,RPLAN-003,30,210,10.605,521.17,11200.0,11721.17,PASS,
2026-09,APT-010-022,HYD-SOUTH,WTR-010-022,RNT-010-022,WPLAN-002,RPLAN-001,30,193,12.191,687.64,5146.67,5834.31,PASS,
2026-09,APT-010-023,HYD-SOUTH,WTR-010-023,RNT-010-023,WPLAN-003,RPLAN-003,30,147,21.631,1338.29,7840.0,9178.29,PASS,
2026-09,APT-010-024,HYD-SOUTH,WTR-010-024,RNT-010-024,WPLAN-001,RPLAN-001,30,167,17.775,772.12,4453.33,5225.45,PASS,
2026-09,APT-010-025,HYD-SOUTH,WTR-010-025,RNT-010-025,WPLAN-001,RPLAN-003,30,190,17.912,776.92,10133.33,10910.25,PASS,
2026-09,APT-010-026,HYD-SOUTH,WTR-010-026,RNT-010-026,WPLAN-001,RPLAN-002,30,256,10.584,520.44,10240.0,10760.44,MANUAL_REVIEW,MISSING_USAGE
2026-09,APT-010-027,HYD-SOUTH,WTR-010-027,RNT-010-027,WPLAN-001,RPLAN-002,30,238,11.855,564.92,9520.0,10084.92,PASS,
2026-09,APT-010-028,HYD-SOUTH,WTR-010-028,RNT-010-028,WPLAN-002,RPLAN-002,30,164,19.322,972.88,6560.0,7532.88,PASS,
2026-09,APT-010-029,HYD-SOUTH,WTR-010-029,RNT-010-029,WPLAN-002,RPLAN-001,30,198,11.314,652.56,5280.0,5932.56,PASS,
2026-09,APT-010-030,HYD-SOUTH,WTR-010-030,RNT-010-030,WPLAN-003,RPLAN-002,30,161,17.688,1149.02,6440.0,7589.02,PASS,
2026-09,APT-010-031,HYD-SOUTH,WTR-010-031,RNT-010-031,WPLAN-001,RPLAN-002,30,204,21.369,897.92,8160.0,9057.92,PASS,
2026-09,APT-010-032,HYD-SOUTH,WTR-010-032,RNT-010-032,WPLAN-001,RPLAN-002,30,150,19.293,825.26,6000.0,6825.26,PASS,
2026-09,APT-010-033,HYD-SOUTH,WTR-010-033,RNT-010-033,WPLAN-003,RPLAN-002,30,235,21.219,1318.51,9400.0,10718.51,PASS,
2026-09,APT-010-034,HYD-SOUTH,WTR-010-034,RNT-010-034,WPLAN-003,RPLAN-003,30,180,22.091,1360.37,9600.0,10960.37,PASS,
2026-09,APT-010-035,HYD-SOUTH,WTR-010-035,RNT-010-035,WPLAN-001,RPLAN-002,30,253,21.073,887.56,10120.0,11007.56,PASS,
2026-09,APT-010-036,HYD-SOUTH,WTR-010-036,RNT-010-036,WPLAN-002,RPLAN-003,30,218,22.109,1084.36,11626.67,12711.03,PASS,
2026-09,APT-010-037,HYD-SOUTH,WTR-010-037,RNT-010-037,WPLAN-002,RPLAN-001,30,220,18.662,946.48,5866.67,6813.15,PASS,
2026-09,APT-010-038,HYD-SOUTH,WTR-010-038,RNT-010-038,WPLAN-003,RPLAN-003,30,174,11.83,867.84,9280.0,10147.84,PASS,
2026-09,APT-010-039,HYD-SOUTH,WTR-010-039,RNT-010-039,WPLAN-001,RPLAN-001,30,154,17.013,745.46,4106.67,4852.13,PASS,
2026-09,APT-010-040,HYD-SOUTH,WTR-010-040,RNT-010-040,WPLAN-001,RPLAN-002,30,221,21.136,889.76,8840.0,9729.76,PASS,
2026-09,APT-010-041,HYD-SOUTH,WTR-010-041,RNT-010-041,WPLAN-001,RPLAN-001,30,178,22.319,931.16,4746.67,5677.83,PASS,
2026-09,APT-010-042,HYD-SOUTH,WTR-010-042,RNT-010-042,WPLAN-003,RPLAN-002,30,237,21.997,1355.86,9480.0,10835.86,PASS,
2026-09,APT-010-043,HYD-SOUTH,WTR-010-043,RNT-010-043,WPLAN-003,RPLAN-003,30,160,10.495,803.76,8533.33,9337.09,PASS,
2026-09,APT-010-044,HYD-SOUTH,WTR-010-044,RNT-010-044,WPLAN-001,RPLAN-002,30,205,12.075,572.62,8200.0,8772.62,PASS,
2026-09,APT-010-045,HYD-SOUTH,WTR-010-045,RNT-010-045,WPLAN-001,RPLAN-003,30,226,19.669,838.42,12053.33,12891.75,PASS,
2026-09,APT-010-046,HYD-SOUTH,WTR-010-046,RNT-010-046,WPLAN-002,RPLAN-003,30,224,11.918,676.72,11946.67,12623.39,PASS,
2026-09,APT-010-047,HYD-SOUTH,WTR-010-047,RNT-010-047,WPLAN-003,RPLAN-002,30,161,20.882,1302.34,6440.0,7742.34,PASS,
2026-09,APT-010-048,HYD-SOUTH,WTR-010-048,RNT-010-048,WPLAN-001,RPLAN-001,30,158,10.452,515.82,4213.33,4729.15,PASS,
2026-09,APT-010-049,HYD-SOUTH,WTR-010-049,RNT-010-049,WPLAN-003,RPLAN-001,30,184,20.258,1272.38,4906.67,6179.05,PASS,
2026-09,APT-010-050,HYD-SOUTH,WTR-010-050,RNT-010-050,WPLAN-002,RPLAN-002,30,220,11.599,663.96,8800.0,9463.96,PASS,
