assignment_id,apartment_id,service_type,device_id,plan_id,effective_from,effective_to,assignment_status
ASG-R-005-036,APT-005-036,RENTAL,RNT-005-036,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-037,APT-005-037,WATER,WTR-005-037,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-037,APT-005-037,RENTAL,RNT-005-037,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-038,APT-005-038,WATER,WTR-005-038,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-038,APT-005-038,RENTAL,RNT-005-038,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-039,APT-005-039,WATER,WTR-005-039,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-039,APT-005-039,RENTAL,RNT-005-039,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-040,APT-005-040,WATER,WTR-005-040,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-040,APT-005-040,RENTAL,RNT-005-040,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-041,APT-005-041,WATER,WTR-005-041,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-041,APT-005-041,RENTAL,RNT-005-041,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-042,APT-005-042,WATER,WTR-005-042,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-042,APT-005-042,RENTAL,RNT-005-042,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-043,APT-005-043,WATER,WTR-005-043,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-043,APT-005-043,RENTAL,RNT-005-043,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-044,APT-005-044,WATER,WTR-005-044,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-044,APT-005-044,RENTAL,RNT-005-044,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-045,APT-005-045,WATER,WTR-005-045,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-045,APT-005-045,RENTAL,RNT-005-045,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-046,APT-005-046,WATER,WTR-005-046,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-046,APT-005-046,RENTAL,RNT-005-046,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-047,APT-005-047,WATER,WTR-005-047,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-047,APT-005-047,RENTAL,RNT-005-047,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-048,APT-005-048,WATER,WTR-005-048,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-048,APT-005-048,RENTAL,RNT-005-048,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-049,APT-005-049,WATER,WTR-005-049,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-049,APT-005-049,RENTAL,RNT-005-049,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-005-050,APT-005-050,WATER,WTR-005-050,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-005-050,APT-005-050,RENTAL,RNT-005-050,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-001,APT-006-001,WATER,WTR-006-001,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-001,APT-006-001,RENTAL,RNT-006-001,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-002,APT-006-002,WATER,WTR-006-002,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-002,APT-006-002,RENTAL,RNT-006-002,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-003,APT-006-003,WATER,WTR-006-003,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-003,APT-006-003,RENTAL,RNT-006-003,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-004,APT-006-004,WATER,WTR-006-004,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-004,APT-006-004,RENTAL,RNT-006-004,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-005,APT-006-005,WATER,WTR-006-005,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-005,APT-006-005,RENTAL,RNT-006-005,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-006,APT-006-006,WATER,WTR-006-006,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-006,APT-006-006,RENTAL,RNT-006-006,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-007,APT-006-007,WATER,WTR-006-007,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-007,APT-006-007,RENTAL,RNT-006-007,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-008,APT-006-008,WATER,WTR-006-008,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-008,APT-006-008,RENTAL,RNT-006-008,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-009,APT-006-009,WATER,WTR-006-009,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-009,APT-006-009,RENTAL,RNT-006-009,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-010,APT-006-010,WATER,WTR-006-010,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-010,APT-006-010,RENTAL,RNT-006-010,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-011,APT-006-011,WATER,WTR-006-011,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-011,APT-006-011,RENTAL,RNT-006-011,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-012,APT-006-012,WATER,WTR-006-012,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-012,APT-006-012,RENTAL,RNT-006-012,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-013,APT-006-013,WATER,WTR-006-013,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-013,APT-006-013,RENTAL,RNT-006-013,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-014,APT-006-014,WATER,WTR-006-014,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-014,APT-006-014,RENTAL,RNT-006-014,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-015,APT-006-015,WATER,WTR-006-015,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-015,APT-006-015,RENTAL,RNT-006-015,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-016,APT-006-016,WATER,WTR-006-016,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-016,APT-006-016,RENTAL,RNT-006-016,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-017,APT-006-017,WATER,WTR-006-017,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-017,APT-006-017,RENTAL,RNT-006-017,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-018,APT-006-018,WATER,WTR-006-018,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-018,APT-006-018,RENTAL,RNT-006-018,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-019,APT-006-019,WATER,WTR-006-019,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-019,APT-006-019,RENTAL,RNT-006-019,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-020,APT-006-020,WATER,WTR-006-020,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-020,APT-006-020,RENTAL,RNT-006-020,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-021,APT-006-021,WATER,WTR-006-021,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-021,APT-006-021,RENTAL,RNT-006-021,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-022,APT-006-022,WATER,WTR-006-022,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-022,APT-006-022,RENTAL,RNT-006-022,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-023,APT-006-023,WATER,WTR-006-023,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-023,APT-006-023,RENTAL,RNT-006-023,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-024,APT-006-024,WATER,WTR-006-024,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-024,APT-006-024,RENTAL,RNT-006-024,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-025,APT-006-025,WATER,WTR-006-025,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-025,APT-006-025,RENTAL,RNT-006-025,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-026,APT-006-026,WATER,WTR-006-026,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-026,APT-006-026,RENTAL,RNT-006-026,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-027,APT-006-027,WATER,WTR-006-027,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-027,APT-006-027,RENTAL,RNT-006-027,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-028,APT-006-028,WATER,WTR-006-028,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-028,APT-006-028,RENTAL,RNT-006-028,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-029,APT-006-029,WATER,WTR-006-029,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-029,APT-006-029,RENTAL,RNT-006-029,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-030,APT-006-030,WATER,WTR-006-030,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-030,APT-006-030,RENTAL,RNT-006-030,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-031,APT-006-031,WATER,WTR-006-031,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-031,APT-006-031,RENTAL,RNT-006-031,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-032,APT-006-032,WATER,WTR-006-032,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-032,APT-006-032,RENTAL,RNT-006-032,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-033,APT-006-033,WATER,WTR-006-033,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-033,APT-006-033,RENTAL,RNT-006-033,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-034,APT-006-034,WATER,WTR-006-034,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-034,APT-006-034,RENTAL,RNT-006-034,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-035,APT-006-035,WATER,WTR-006-035,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-035,APT-006-035,RENTAL,RNT-006-035,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-036,APT-006-036,WATER,WTR-006-036,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-036,APT-006-036,RENTAL,RNT-006-036,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-037,APT-006-037,WATER,WTR-006-037,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-037,APT-006-037,RENTAL,RNT-006-037,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-038,APT-006-038,WATER,WTR-006-038,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-038,APT-006-038,RENTAL,RNT-006-038,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-039,APT-006-039,WATER,WTR-006-039,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-039,APT-006-039,RENTAL,RNT-006-039,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-040,APT-006-040,WATER,WTR-006-040,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-040,APT-006-040,RENTAL,RNT-006-040,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-041,APT-006-041,WATER,WTR-006-041,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-041,APT-006-041,RENTAL,RNT-006-041,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-042,APT-006-042,WATER,WTR-006-042,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-042,APT-006-042,RENTAL,RNT-006-042,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-043,APT-006-043,WATER,WTR-006-043,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-043,APT-006-043,RENTAL,RNT-006-043,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-044,APT-006-044,WATER,WTR-006-044,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-044,APT-006-044,RENTAL,RNT-006-044,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-045,APT-006-045,WATER,WTR-006-045,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-045,APT-006-045,RENTAL,RNT-006-045,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-046,APT-006-046,WATER,WTR-006-046,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-046,APT-006-046,RENTAL,RNT-006-046,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-047,APT-006-047,WATER,WTR-006-047,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-047,APT-006-047,RENTAL,RNT-006-047,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-048,APT-006-048,WATER,WTR-006-048,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-048,APT-006-048,RENTAL,RNT-006-048,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-049,APT-006-049,WATER,WTR-006-049,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-049,APT-006-049,RENTAL,RNT-006-049,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-006-050,APT-006-050,WATER,WTR-006-050,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-006-050,APT-006-050,RENTAL,RNT-006-050,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-001,APT-007-001,WATER,WTR-007-001,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-001,APT-007-001,RENTAL,RNT-007-001,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-002,APT-007-002,WATER,WTR-007-002,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-002,APT-007-002,RENTAL,RNT-007-002,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-003,APT-007-003,WATER,WTR-007-003,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-003,APT-007-003,RENTAL,RNT-007-003,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-004,APT-007-004,WATER,WTR-007-004,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-004,APT-007-004,RENTAL,RNT-007-004,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-005,APT-007-005,WATER,WTR-007-005,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-005,APT-007-005,RENTAL,RNT-007-005,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-006,APT-007-006,WATER,WTR-007-006,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-006,APT-007-006,RENTAL,RNT-007-006,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-007,APT-007-007,WATER,WTR-007-007,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-007,APT-007-007,RENTAL,RNT-007-007,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-008,APT-007-008,WATER,WTR-007-008,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-008,APT-007-008,RENTAL,RNT-007-008,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-009,APT-007-009,WATER,WTR-007-009,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-009,APT-007-009,RENTAL,RNT-007-009,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-010,APT-007-010,WATER,WTR-007-010,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-010,APT-007-010,RENTAL,RNT-007-010,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-011,APT-007-011,WATER,WTR-007-011,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-011,APT-007-011,RENTAL,RNT-007-011,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-012,APT-007-012,WATER,WTR-007-012,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-012,APT-007-012,RENTAL,RNT-007-012,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-013,APT-007-013,WATER,WTR-007-013,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-013,APT-007-013,RENTAL,RNT-007-013,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-014,APT-007-014,WATER,WTR-007-014,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-014,APT-007-014,RENTAL,RNT-007-014,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-015,APT-007-015,WATER,WTR-007-015,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-015,APT-007-015,RENTAL,RNT-007-015,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-016,APT-007-016,WATER,WTR-007-016,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-016,APT-007-016,RENTAL,RNT-007-016,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-017,APT-007-017,WATER,WTR-007-017,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-017,APT-007-017,RENTAL,RNT-007-017,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-018,APT-007-018,WATER,WTR-007-018,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-018,APT-007-018,RENTAL,RNT-007-018,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-019,APT-007-019,WATER,WTR-007-019,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-019,APT-007-019,RENTAL,RNT-007-019,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-020,APT-007-020,WATER,WTR-007-020,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-020,APT-007-020,RENTAL,RNT-007-020,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-021,APT-007-021,WATER,WTR-007-021,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-021,APT-007-021,RENTAL,RNT-007-021,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-022,APT-007-022,WATER,WTR-007-022,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-022,APT-007-022,RENTAL,RNT-007-022,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-023,APT-007-023,WATER,WTR-007-023,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-023,APT-007-023,RENTAL,RNT-007-023,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-024,APT-007-024,WATER,WTR-007-024,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-024,APT-007-024,RENTAL,RNT-007-024,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-025,APT-007-025,WATER,WTR-007-025,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-025,APT-007-025,RENTAL,RNT-007-025,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-026,APT-007-026,WATER,WTR-007-026,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-026,APT-007-026,RENTAL,RNT-007-026,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-027,APT-007-027,WATER,WTR-007-027,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-027,APT-007-027,RENTAL,RNT-007-027,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-028,APT-007-028,WATER,WTR-007-028,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-028,APT-007-028,RENTAL,RNT-007-028,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-029,APT-007-029,WATER,WTR-007-029,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-029,APT-007-029,RENTAL,RNT-007-029,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-030,APT-007-030,WATER,WTR-007-030,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-030,APT-007-030,RENTAL,RNT-007-030,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-031,APT-007-031,WATER,WTR-007-031,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-031,APT-007-031,RENTAL,RNT-007-031,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-032,APT-007-032,WATER,WTR-007-032,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-032,APT-007-032,RENTAL,RNT-007-032,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-033,APT-007-033,WATER,WTR-007-033,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-033,APT-007-033,RENTAL,RNT-007-033,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-034,APT-007-034,WATER,WTR-007-034,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-034,APT-007-034,RENTAL,RNT-007-034,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-035,APT-007-035,WATER,WTR-007-035,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-035,APT-007-035,RENTAL,RNT-007-035,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-036,APT-007-036,WATER,WTR-007-036,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-036,APT-007-036,RENTAL,RNT-007-036,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-037,APT-007-037,WATER,WTR-007-037,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-037,APT-007-037,RENTAL,RNT-007-037,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-038,APT-007-038,WATER,WTR-007-038,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-038,APT-007-038,RENTAL,RNT-007-038,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-039,APT-007-039,WATER,WTR-007-039,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-039,APT-007-039,RENTAL,RNT-007-039,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-040,APT-007-040,WATER,WTR-007-040,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-040,APT-007-040,RENTAL,RNT-007-040,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-041,APT-007-041,WATER,WTR-007-041,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-041,APT-007-041,RENTAL,RNT-007-041,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-042,APT-007-042,WATER,WTR-007-042,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-042,APT-007-042,RENTAL,RNT-007-042,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-043,APT-007-043,WATER,WTR-007-043,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-043,APT-007-043,RENTAL,RNT-007-043,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-044,APT-007-044,WATER,WTR-007-044,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-044,APT-007-044,RENTAL,RNT-007-044,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-045,APT-007-045,WATER,WTR-007-045,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-045,APT-007-045,RENTAL,RNT-007-045,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-046,APT-007-046,WATER,WTR-007-046,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-046,APT-007-046,RENTAL,RNT-007-046,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-047,APT-007-047,WATER,WTR-007-047,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-047,APT-007-047,RENTAL,RNT-007-047,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-048,APT-007-048,WATER,WTR-007-048,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-048,APT-007-048,RENTAL,RNT-007-048,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-049,APT-007-049,WATER,WTR-007-049,WPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-049,APT-007-049,RENTAL,RNT-007-049,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-007-050,APT-007-050,WATER,WTR-007-050,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-007-050,APT-007-050,RENTAL,RNT-007-050,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-001,APT-008-001,WATER,WTR-008-001,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-001,APT-008-001,RENTAL,RNT-008-001,RPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-002,APT-008-002,WATER,WTR-008-002,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-002,APT-008-002,RENTAL,RNT-008-002,RPLAN-002,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-003,APT-008-003,WATER,WTR-008-003,WPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-R-008-003,APT-008-003,RENTAL,RNT-008-003,RPLAN-001,2026-01-01,2026-12-31,ACTIVE
ASG-W-008-004,APT-008-004,WATER,WTR-008-004,WPLAN-003,2026-01-01,2026-12-31,ACTIVE
